id	category	gms_name	kms_name	icon
1012891	Accessory	Twinkling Expression Face Accessory	반짝반짝 표정 얼굴장식	1012891.png
1012892	Accessory	Smitten Expression Face Accessory	뿅 표정 얼굴장식	1012892.png
1012893	Accessory	Departed Expression Face Accessory	후하후하 표정 얼굴장식	1012893.png
1012894	Accessory	Uhh Expression Face Accessory	흐음 표정 얼굴장식	1012894.png
1012895	Accessory	Snoozing Expression Face Accessory	꾸벅꾸벅 표정 얼굴장식	1012895.png
1012896	Accessory	Spicy Expression Face Accessory	앗뜨거 표정 얼굴장식	1012896.png
1012897	Accessory	Bleh Expression Face Accessory	메롱 표정 얼굴장식	1012897.png
1012898	Accessory	Ugh Expression Face Accessory	창백 표정 얼굴장식	1012898.png
1012899	Accessory	Eyes Closed Expression Face Accessory	감은눈 표정 얼굴장식	1012899.png
1012900	Accessory	Bleary Expression Face Accessory	게슴츠레 표정 얼굴장식	1012900.png
1012901	Accessory	Huh Expression Face Accessory	피격 표정 얼굴장식	1012901.png
1012903	Accessory	Painful Scar Face Accessory	고통의 흉터 얼굴장식	1012903.png
1012904	Accessory	Now Loading		1012904.png
1012905	Accessory	Saitama Face Accessory	사이타마 얼굴장식	1012905.png
1012906	Accessory	Resistance Xenon Face Accessory	레지스탕스 제논 얼굴장식	1012906.png
1012907	Accessory	Nova Kain Mask	노바 카인 마스크	1012907.png
1012908	Accessory	Flora Illium Mask	레프 일리움 마스크	1012908.png
1012910	Accessory	Spiegelmann's Flashy Mustache	슈피겔만의 화려한 콧수염	1012910.png
1012912	Accessory	Peculiar Dressing		1012912.png
1012913	Accessory	Ice Crystal Face Paint	얼음결정 페이스페인팅	1012913.png
1012914	Accessory	Rudolph's Red Nose	루돌프의 빨간코	1012914.png
1012915	Accessory	Rudolph's Glowing Nose	루돌프의 야광코	1012915.png
1012916	Accessory	Rudolph's Bright Nose	루돌프의 밝은 야광코	1012916.png
1012917	Accessory	Rudolph's Blinding Nose	루돌프의 눈부신 야광코	1012917.png
1012920	Accessory	Scared Awake Face Accessory	무서운 꿈은 싫어! 얼굴장식	1012920.png
1012921	Accessory	Devious Rascal		1012921.png
1012922	Accessory	Cheeky Rascal		1012922.png
1012924	Accessory	Demonization Emblem		1012924.png
1012928	Accessory	Persimmon-Stained Smirk		1012928.png
1020000	Accessory	Aqua Toy Shades	아쿠아 장난감 선글라스	1020000.png
1021000	Accessory	Pink Toy Shades	핑크 장난감 선글라스	1021000.png
1022000	Accessory	Orange Shades	주황색 안경	1022000.png
1022001	Accessory	Blue Shades	파란색 안경	1022001.png
1022002	Accessory	Yellow Shades	노란색 안경	1022002.png
1022003	Accessory	Green Shades	초록색 안경	1022003.png
1022004	Accessory	Black Sunglasses	까만 선글라스	1022004.png
1022005	Accessory	Red Hard-Rimmed Glasses	빨간색 뿔테 안경	1022005.png
1022006	Accessory	Blue Hard-Rimmed Glasses	파란색 뿔테 안경	1022006.png
1022007	Accessory	Green Hard-Rimmed Glasses	초록색 뿔테 안경	1022007.png
1022008	Accessory	Orange Hard-Rimmed Glasses	주황색 뿔테 안경	1022008.png
1022009	Accessory	Dark Shades	네오 글라스	1022009.png
1022010	Accessory	Blue & Red Eye Guard	태극 샤프 마스크	1022010.png
1022011	Accessory	Red Eye Guard	빨간색 샤프 마스크	1022011.png
1022012	Accessory	Blue Eye Guard	파란색 샤프 마스크	1022012.png
1022013	Accessory	Black Eye Guard	검은색 샤프 마스크	1022013.png
1022014	Accessory	Brown Aviator Shades	브라운 빅 선글라스	1022014.png
1022015	Accessory	Black Aviator Shades	블랙 빅 선글라스	1022015.png
1022016	Accessory	Blue Aviator Shades	블루 빅 선글라스	1022016.png
1022017	Accessory	Purple Aviator Shades	퍼플 빅 선글라스	1022017.png
1022018	Accessory	Classic Masquerade Mask	머스커레이드	1022018.png
1022019	Accessory	Old-School Glasses	샐러리맨안경	1022019.png
1022020	Accessory	Metal Shades	레드 메탈 고글	1022020.png
1022021	Accessory	Red Head-Spinning Glasses	최면술 안경(적)	1022021.png
1022022	Accessory	Blue Head-Spinning Glasses	최면술 안경(청)	1022022.png
1022023	Accessory	Crested Eye Patch	닌자 안대	1022023.png
1022024	Accessory	Skull Patch	해골 안대	1022024.png
1022025	Accessory	Red Hearted Eye Patch	하트무늬 안대	1022025.png
1022026	Accessory	Purple Starred Eye Patch	별무늬 안대	1022026.png
1022027	Accessory	Medical Eye Patch	위생 안대	1022027.png
1022028	Accessory	Spinning Groucho	뱅뱅 주먹코안경	1022028.png
1022029	Accessory	Spinning Piglet	뱅뱅 돼지코안경	1022029.png
1022030	Accessory	Hot Teacher Glasses	B사감 안경	1022030.png
1022031	Accessory	White Toy Shades	화이트 장난감 선글라스	1022031.png
1022032	Accessory	Yellow Toy Shades	옐로우 장난감 선글라스	1022032.png
1022033	Accessory	Politician Glasses	홈즈 안경	1022033.png
1022034	Accessory	Bizarre Monocle	괴인 안경	1022034.png
1022035	Accessory	Orange Sports Goggle	오렌지 스포츠고글	1022035.png
1022036	Accessory	Green Sports Goggle	그린 스포츠고글	1022036.png
1022037	Accessory	Frameless Glasses	무테안경	1022037.png
1022038	Accessory	Purple Round Shades	보라색 땡글이 선글라스	1022038.png
1022039	Accessory	Orange Round Shades	주황색 땡글이 선글라스	1022039.png
1022040	Accessory	Lead Monocle	모노클	1022040.png
1022041	Accessory	Cyclist Shades	패션 선글라스	1022041.png
1022042	Accessory	Scouter	스카우터	1022042.png
1022043	Accessory	Head Bandage	붕대	1022043.png
1022044	Accessory	Nerdy Glasses	모범생 안경	1022044.png
1022045	Accessory	Red Bushido Bandana	눈가리개	1022045.png
1022046	Accessory	Butterfly Ball Mask		1022046.png
1022047	Accessory	Owl Ball Mask		1022047.png
1022048	Accessory	Transparent Eye Accessory		1022048.png
1022049	Accessory	Green-Rimmed Glasses	초록 뿔테 안경	1022049.png
1022050	Accessory	Vintage Glasses	빈티지 스타일 안경	1022050.png
1022051	Accessory	Red Half-Rim Glasses	빨간 반무테 안경	1022051.png
1022052	Accessory	Future Vision Shades	레이저 안경	1022052.png
1022053	Accessory	Futuristic Shades	미스틱퍼플 글라스	1022053.png
1022054	Accessory	Round Shield Shades	스타일리쉬 빅 선글라스	1022054.png
1022055	Accessory	Pink Sunglasses	핑크색 선글라스	1022055.png
1022056	Accessory	Pink Aviator Sunglasses	밀키레드 글라스	1022056.png
1022057	Accessory	Pop-Eye		1022057.png
1022059	Accessory	Black Shades	블랙 썬그라스	1022059.png
1022061	Accessory	Redbeard's Pirate Eye Patch	레드비즈 해적안대	1022061.png
1022062	Accessory	Black Skull Eye Patch	블랙해골 해적안대	1022062.png
1022063	Accessory	Flat Mini Glasses	플랫 미니 글라스	1022063.png
1022064	Accessory	Big Red Glasses	빅 선글라스	1022064.png
1022065	Accessory	Alphabet Glasses		1022065.png
1022066	Accessory	Star Spectacles		1022066.png
1022068	Accessory	White Shades	화이트 쉐이드	1022068.png
1022069	Accessory	Orange Shutter Shades	오렌지 쉐이드	1022069.png
1022070	Accessory	Green Shutter Shades	그린 쉐이드	1022070.png
1022071	Accessory	Red Shutter Shades	핑크 쉐이드	1022071.png
1022072	Accessory	Yellow Shutter Shades	옐로우 쉐이드	1022072.png
1022074	Accessory	Gaga Glasses	가가 안경	1022074.png
1022075	Accessory	Twinkling Eyes	캔디 안경	1022075.png
1022079	Accessory	Clear Glasses	투명 안경	1022079.png
1022081	Accessory	Cracked Glasses		1022081.png
1022083	Accessory	Hitman Sunglasses	시티 선글라스	1022083.png
1022084	Accessory	Eye Mask (Red)		1022084.png
1022085	Accessory	Pink Eye Mask		1022085.png
1022086	Accessory	Blue Eye Mask	뭐요! 안대	1022086.png
1022087	Accessory	Green Eye Mask		1022087.png
1022090	Accessory	Gaga Glasses		1022090.png
1022095	Accessory	I Like Money		1022095.png
1022102	Accessory	LED Sunglasses	LED 선글라스	1022102.png
1022104	Accessory	3D Glasses		1022104.png
1022108	Accessory	Yellow Two-Toned Shades	옐로우 투톤 선글라스	1022108.png
1022109	Accessory	Pink Two-Toned Shades	핑크 투톤 선글라스	1022109.png
1022110	Accessory	Big White Sunglasses	화이트 빅 선글라스	1022110.png
1022121	Accessory	X-Ray Goggles		1022121.png
1022122	Accessory	6th B-Day Party Glasses		1022122.png
1022142	Accessory	Yellow Shutter Shades	옐로우 쉐이드	1022142.png
1022158	Accessory	[MS Discount] Black Sunglasses	[MS특가] 까만 선글라스	1022158.png
1022173	Accessory	Silky Black Eye Patch		1022173.png
1022174	Accessory	3D Glasses	3D 글래스	1022174.png
1022176	Accessory	Cyclops Bandana	외눈안대	1022176.png
1022177	Accessory	Star Sunglasses	스타 선글라스	1022177.png
1022183	Accessory	Blazing Eyes	이글이글 눈빛	1022183.png
1022184	Accessory	Frozen Eye	얼어붙는 눈빛	1022184.png
1022187	Accessory	Broken Up Today	오늘 깨어졌어요	1022187.png
1022188	Accessory	Blank Eye Patch	멀뚱 안대	1022188.png
1022194	Accessory	Blaze Black Eye		1022194.png
1022196	Accessory	Money Lover	돈이 좋아~!	1022196.png
1022201	Accessory	Futuroid VR Visor		1022201.png
1022207	Accessory	PSY Sunglasses		1022207.png
1022223	Accessory	Romantic LED Sunglasses	로맨틱 LED 선글라스	1022223.png
1022227	Accessory	Aviator Shades		1022227.png
1022229	Accessory	VIP Glasses	VIP 글래스	1022229.png
1022230	Accessory	Bunny Glasses	바니 글래스	1022230.png
1022243	Accessory	Donut Glasses	도너츠 안경	1022243.png
1022244	Accessory	Damien's Eyepatch	데미안 안대	1022244.png
1022247	Accessory	Black Sunglasses	까만 선글래스	1022247.png
1022248	Accessory	Pineapple Glasses	파인애플 안경	1022248.png
1022249	Accessory	Smart Glasses		1022249.png
1022250	Accessory	X-Ray Glasses		1022250.png
1022257	Accessory	Scouter		1022257.png
1022258	Accessory	Bat Wing Monocle		1022258.png
1022259	Accessory	Bandage Blindfold	붕대 눈가리개	1022259.png
1022262	Accessory	Scouter	스카우터	1022262.png
1022263	Accessory	 Sleepy Eye Patch	코야코야 안대	1022263.png
1022265	Accessory	Black Diamond	블랙 다이아	1022265.png
1022266	Accessory	Strange Uncle Glasses		1022266.png
1022267	Accessory	Personal Info Protection Stick	개인정보 보호막대	1022267.png
1022269	Accessory	Chained Princess Face Accessory		1022269.png
1022270	Accessory	Oversized Sunglasses		1022270.png
1022274	Accessory	Purple Rose Eye Patch	보라색 장미의 사람	1022274.png
1022275	Accessory	Polar Explorer Sunglasses		1022275.png
1022276	Accessory	Banana Peel Specs	바나나 안경	1022276.png
1022279	Accessory	Black Eye Bandages	붕대 눈가리개 블랙	1022279.png
1022280	Accessory	Heart Eye Patch	하트안대	1022280.png
1022282	Accessory	33 Glasses	33 안경	1022282.png
1022283	Accessory	Street Smart Sunglasses		1022283.png
1022284	Accessory	Data Collection Goggles		1022284.png
1022285	Accessory	Round Glasses	동글이 안경	1022285.png
1022286	Accessory	Party-Hearty Shades		1022286.png
1022287	Accessory	Star Contractor	별의 계약자	1022287.png
1022288	Accessory	Heartthrob Eyepatch	심쿵 안대	1022288.png
1022292	Accessory	Lovely Round Glasses	낭만 동글이 안경	1022292.png
1022295	Accessory	Beach Sunglasses	해변 선글라스	1022295.png
1022296	Accessory	Sunset Sunglasses	선셋 선글라스	1022296.png
1022297	Accessory	Divine Crow Eyepatch		1022297.png
1022302	Accessory	Small Flower Garden	작은 꽃밭	1022302.png
1022303	Accessory	Darkness Chaser Eye Accessory		1022303.png
1022304	Accessory	Purrfect Rompers Goggles		1022304.png
1022307	Accessory	Purple Tinted Shade		1022307.png
1022308	Accessory	Pink Tinted Shade		1022308.png
1022310	Accessory	Darkness Chaser Eye Accessory	어둠의 추격자 안대	1022310.png
1022311	Accessory	Spirit Overflow		1022311.png
1022315	Accessory	Round Cat-Eared Glasses		1022315.png
1022316	Accessory	Round Rabbit-Eared Glasses		1022316.png
1022317	Accessory	Hologram Sunglasses	홀로그램 선글라스	1022317.png
1022318	Accessory	Punk Monocle	펑크 모노클	1022318.png
1022319	Accessory	Burning Flame Eye Accessory		1022319.png
1022320	Accessory	Producer Blake's Luxury Sunglasses		1022320.png
1022321	Accessory	Heart-Heart Sunglasses		1022321.png
1022322	Accessory	Cyclops Eye Lv.1	사이클롭스 아이 Lv.1	1022322.png
1022323	Accessory	Cyclops Eye Lv.2	사이클롭스 아이 Lv.2	1022323.png
1022324	Accessory	Cyclops Eye Lv.3	사이클롭스 아이 Lv.3	1022324.png
1022325	Accessory	Wrapped Bandage		1022325.png
1022328	Accessory	엘 클리어 샤인	엘 클리어 샤인	1022328.png
1022329	Accessory	엘 페일 안대	엘 페일 안대	1022329.png
1022330	Accessory	Basic Mask	베이직 가면	1022330.png
1022331	Accessory	Flashy Mask	화려한 가면	1022331.png
1022332	Accessory	Fantastic Masquerade Mask	환상의 마스커레이드 가면	1022332.png
1022333	Accessory	Masquerade Mask	무도회 가면	1022333.png
1022336	Accessory	Tactician Neinheart's Monocle	책사 나인하트 모노클	1022336.png
1022337	Accessory	Hologram Sunglasses Ver.2	홀로그램 선글라스 Ver.2	1022337.png
1022338	Accessory	Maple Boys Sunglasses - Dr. Lim Edition		1022338.png
1022339	Accessory	Maple Boys Sunglasses - Inkwell Edition		1022339.png
1022340	Accessory	Super Charming	매력만점	1022340.png
1022341	Accessory	Super Duper Charming	매력만쩜	1022341.png
1022343	Accessory	Boogie Bellflower Glasses		1022343.png
1022344	Accessory	Tanjiro's Mark	탄지로의 반점	1022344.png
1022345	Accessory	Tengen's Face Paint	텐겐의 문신	1022345.png
1022346	Accessory	Omega Sector Intruder	지구방위본부의 침입자	1022346.png
1022347	Accessory	Round Horn-Rimmed Glasses	뿔테 동글이 안경	1022347.png
1022348	Accessory	Chic Square Glasses	시크 사각 안경	1022348.png
1022350	Accessory	Bancho's Chic Chef Shades	반쵸 선글라스	1022350.png
1022351	Accessory	Duff's Sleep Mask	초롱초롱 수면안대	1022351.png
1022352	Accessory	Duff's Brilliant Glasses	번뜩이는 더프 안경	1022352.png
1022353	Accessory	Cobra's Hawaiian Sunglasses	코브라 하와이안 선글라스	1022353.png
1022354	Accessory	Cute Button Eyes	내 눈에 단츄	1022354.png
1022355	Accessory	Lovely Chic Glasses		1022355.png
1022356	Accessory	Eccentric Chic Glasses		1022356.png
1022357	Accessory	Eyepatch of Destruction	파멸의 안대	1022357.png
1022358	Accessory	Dark Lace Veil	어둠 레이스	1022358.png
1022359	Accessory	White Lace Veil	순수 레이스	1022359.png
1022360	Accessory	Sweets Macaron		1022360.png
1022362	Accessory	Hologram Sunglasses Ver. 3	홀로그램 선글라스 Ver.3	1022362.png
1022365	Accessory	Legendary Master Glasses		1022365.png
1022366	Accessory	Cutie Young Fighter Glasses		1022366.png
1022367	Accessory	Hyper Nova Goggles		1022367.png
1022373	Accessory	Tiny Glasses	콩눈이 안경	1022373.png
1022374	Accessory	Tiny Sunglasses	콩눈이 선글라스	1022374.png
1022376	Accessory	King Scars	킹 흉터	1022376.png
1022377	Accessory	Lovely Eyeshadow	러블리 아이섀도	1022377.png
1022378	Accessory	Time-Lashed Visor	시간의 방랑자 바이저	1022378.png
1022379	Accessory	Mysterious Butterfly		1022379.png
1022380	Accessory	Fantastic Butterfly		1022380.png
1022381	Accessory	Odd Accoutrement		1022381.png
1022384	Accessory	Round Cat-Eared Glasses	캣 포인트 동글이 안경	1022384.png
1022385	Accessory	Round Rabbit-Eared Glasses	래빗 포인트 동글이 안경	1022385.png
1022386	Accessory	Golden Monocle		1022386.png
1022390	Accessory	Round Brown Bear Glasses		1022390.png
1022391	Accessory	Round Polar Bear Glasses		1022391.png
1022392	Accessory	Crybaby's Black Glasses		1022392.png
1022393	Accessory	Crybaby's White Glasses		1022393.png
1030000	Accessory	Explorer Bow Master Earrings	모험가 보우마스터 귀고리	1030000.png
1032024	Accessory	Transparent Earrings	투명 귀고리	1032024.png
1032029	Accessory	Silver Earrings	실버 이어링	1032029.png
1032034	Accessory	Coke Earrings	코-크 귀고리	1032034.png
1032036	Accessory	Beaded Cross Earrings	십자 비즈 귀고리	1032036.png
1032038	Accessory	Snow Earrings	눈꽃 귀고리	1032038.png
1032051	Accessory	Diamond Earrings	다이아몬드 귀고리	1032051.png
1032052	Accessory	Slime Earrings	슬라임 귀고리	1032052.png
1032053	Accessory	Clover Earrings	클로버 이어링	1032053.png
1032054	Accessory	Rainbow Earrings	레인보우 이어링	1032054.png
1032063	Accessory	Wireless Headset	블루투스	1032063.png
1032071	Accessory	Altair Earrings		1032071.png
1032072	Accessory	Shiny Altair Earrings		1032072.png
1032073	Accessory	Wind Bell Earrings		1032073.png
1032074	Accessory	Heart Rainbow Earrings		1032074.png
1032138	Accessory	Dragon Spirit Earrings		1032138.png
1032145	Accessory	Crab Earrings		1032145.png
1032175	Accessory	Faraway Earring		1032175.png
1032192	Accessory	Broken Up Today	오늘 깨어졌어요	1032192.png
1032204	Accessory	Futuroid Cyber Earrings		1032204.png
1032228	Accessory	Halloweenroid Sensor	할로윈로이드 센서	1032228.png
1032233	Accessory	Warm-hearted Earrings		1032233.png
1032234	Accessory	Cold-hearted Earrings		1032234.png
1032255	Accessory	White Earphones		1032255.png
1032260	Accessory	Golden Bell Drops		1032260.png
1032262	Accessory	Umbral Earrings		1032262.png
1032264	Accessory	Hydrangea Earrings		1032264.png
1032310	Accessory	EVA Android Hat		1032310.png
1032315	Accessory	Dreamy Glow	꿈 속의 빛	1032315.png
1032320	Accessory	Glittering Star Piercing		1032320.png
1032321	Accessory	Glistening Star Drop Earring		1032321.png
1032322	Accessory	[BTS] Black Chandelier	[BTS] 블랙 샹들리에	1032322.png
1032324	Accessory	Purrfect Rompers Communicator		1032324.png
1032327	Accessory	Spirit Bond		1032327.png
1032328	Accessory	Black In-Ear Monitor	블랙 이어 마이크	1032328.png
1032329	Accessory	White In-Ear Monitor	화이트 이어 마이크	1032329.png
1032331	Accessory	Summer Jewel	여름빛 쥬얼	1032331.png
1032332	Accessory	Producer Blake's Luxury Piercing		1032332.png
1032333	Accessory	Chain Drop Earrings	체인드롭 이어링	1032333.png
1032334	Accessory	Mihile's Earrings	미하일의 이어링	1032334.png
1032335	Accessory	Sports Day Victory Earrings	운동회 우승팀 귀고리	1032335.png
